#SampleID	SampleID_fromonline	Country	City	State	location	CollectionDate	Latitude	Longitude	Season	LocalityID	SeqType	Continent	Dataset	NoOfFlies	SRA_accession	SRA_experiment	SeqPlatform	SampleType	sex	Year	YearDay	Prop_D_simulanscontamination	SNAPEoutlierstatus	ln2lt	ln2rlns	ln3lp	In_3R_C	In_3R_K	In_3R_Mo	In_3R_Payne	WeatherStationID	DistToWeatherStation_km_	bio1_Annual_Mean_Temperature_	bio2_Mean_Diurnal_Range__Mean_of_monthly_max_temp-min_temp__	bio3_Isothermality	bio4_Temperature_Seasonality__	bio5_Max_Temperature_of_Warmest_Month_	bio6_Min_Temperature_of_Coldest_Month_	bio7_Temperature_Annual_Range__bio5-bio6__	bio8_Mean_Temperature_of_Wettest_Quarter_	bio9_Mean_Temperature_of_Driest_Quarter_	bio10_Mean_Temperature_of_Warmest_Quarter_	bio11_Mean_Temperature_of_Coldest_Quarter_	bio12_Annual_Precipitation_	bio13_Precipitation_of_Wettest_Month_	bio14_Precipitation_of_Driest_Month_	bio15_Precipitation_Seasonality__Coefficient_of_Variation__	bio16_Precipitation_of_Wettest_Quarter_	bio17_Precipitation_of_Driest_Quarter_	bio18_Precipitation_of_Warmest_Quarter_	bio19_Precipitation_of_Coldest_Quarter_	tmin1_Jan_	tmin2_Feb_	tmin3_Mar_	tmin4_Apr_	tmin5_May_	tmin6_Jun_	tmin7_Jul_	tmin8_Aug_	tmin9_Sep_	tmin10_Oct_	tmin11_Nov_	tmin12_Dec_	tmax1_Jan_	tmax2_Feb_	tmax3_Mar_	tmax4_Apr_	tmax5_May_	tmax6_Jun_	tmax7_Jul_	tmax8_Aug_	tmax9_Sep_	tmax10_Oct_	tmax11_Nov_	tmax12_Dec_	prec1_Jan_	prec2_Feb_	prec3_Mar_	prec4_Apr_	prec5_May_	prec6_Jun_	prec7_Jul_	prec8_Aug_	prec9_Sep_	prec10_Oct_	prec11_Nov_	prec12_Dec_
SRR3939084	PA_st_14_spring	USA	State College	Pennsylvania	"State College, PA"	41808	40.793395	-77.860001	spring	PA_st	pooled	NorthAmerica	DrosRTEC	45	SRR3939084	SRX1968313	Illumina HiSeq 4000	wild	male	2014	169	0.003966653	Keep	0.21	0.04	0.01	0.01	0	0.06	0.04	USC00368449	0.607668177	95	112	30	8884	283	-79	362	187	-23	207	-23	982	105	63	15	296	197	286	197	-79	-70	-25	30	82	130	154	145	107	46	4	-48	8	24	81	152	215	261	283	272	230	167	97	30	63	65	83	78	95	105	96	85	85	74	84	69
SRR3939089	PA_st_15_spring	USA	State College	Pennsylvania	"State College, PA"	42203	40.793395	-77.860001	spring	PA_st	pooled	NorthAmerica	DrosRTEC	47	SRR3939089	SRX1968318	Illumina HiSeq 4000	wild	male	2015	199	0.003639933	Keep	0.14	0.03	0	0.01	0.02	0.1	0.07	USC00368449	0.607668177	95	112	30	8884	283	-79	362	187	-23	207	-23	982	105	63	15	296	197	286	197	-79	-70	-25	30	82	130	154	145	107	46	4	-48	8	24	81	152	215	261	283	272	230	167	97	30	63	65	83	78	95	105	96	85	85	74	84	69
SRR3939047	CA_st_13_fall	USA	Stockton	California	NA	41520	38.02	-121.2	fall	CA_st	pooled	NorthAmerica	DrosRTEC	72	SRR3939047	SRX1968276	Illumina HiSeq 2000	wild	male	2013	246	0.011766673	Keep	0.04	0.02	0	0.01	0	0	0	USC00048560	10.5949705	159	148	47	5894	337	27	310	82	231	231	82	394	77	1	83	201	6	6	201	28	44	56	75	102	128	145	141	127	92	53	27	119	159	187	225	270	308	337	330	306	255	175	122	77	62	59	35	10	3	1	2	7	21	55	62
SRR3939081	CA_st_12_fall	USA	Stockton	California	NA	41183	38.02	-121.2	fall	CA_st	pooled	NorthAmerica	DrosRTEC	100	SRR3939081	SRX1968310	Illumina HiSeq 2000	wild	male	2012	275	0.014883226	Keep	0.01	0.01	0.01	0.01	0.01	0	0	USC00048560	10.5949705	159	148	47	5894	337	27	310	82	231	231	82	394	77	1	83	201	6	6	201	28	44	56	75	102	128	145	141	127	92	53	27	119	159	187	225	270	308	337	330	306	255	175	122	77	62	59	35	10	3	1	2	7	21	55	62
SRR3939100	CA_st_12_frost	USA	Stockton	California	NA	41228	38.02	-121.2	frost	CA_st	pooled	NorthAmerica	DrosRTEC	58	SRR3939100	SRX1968329	Illumina HiSeq 2000	wild	male	2012	320	0.028931154	Keep	0	0.01	0	0	0	0	0.02	USC00048560	10.5949705	159	148	47	5894	337	27	310	82	231	231	82	394	77	1	83	201	6	6	201	28	44	56	75	102	128	145	141	127	92	53	27	119	159	187	225	270	308	337	330	306	255	175	122	77	62	59	35	10	3	1	2	7	21	55	62
SRR3939091	ON_su_15_spring	Canada	Sudbury	Ontario	NA	42219	46.53	-80.96	spring	ON_su	pooled	NorthAmerica	DrosRTEC	108	SRR3939091	SRX1968320	Illumina HiSeq 4000	wild	male	2015	215	0.003533755	Keep	0.14	0.01	0	0.04	0	0.05	0.02	CA006068145	16.80056936	41	105	24	11015	249	-182	431	124	-43	176	-108	831	98	50	18	254	165	231	174	-182	-166	-107	-21	46	103	132	122	77	25	-37	-132	-71	-51	1	88	170	223	249	231	178	113	31	-42	60	50	57	58	64	77	73	81	98	75	74	64
SRR3939092	ON_su_15_fall	Canada	Sudbury	Ontario	NA	42277	46.53	-80.96	fall	ON_su	pooled	NorthAmerica	DrosRTEC	110	SRR3939092	SRX1968321	Illumina HiSeq 4000	wild	male	2015	273	0.003418816	Keep	0.14	0.04	0	0.02	0.01	0.05	0.04	CA006068145	16.80056936	41	105	24	11015	249	-182	431	124	-43	176	-108	831	98	50	18	254	165	231	174	-182	-166	-107	-21	46	103	132	122	77	25	-37	-132	-71	-51	1	88	170	223	249	231	178	113	31	-42	60	50	57	58	64	77	73	81	98	75	74	64
SRR8494453	HU_Sze_16_14	Hungary	Szeged	NA	NA	42610	46.25	20.13	spring	HU_Sze	pooled	Europe	DrosEU	40	SRR8494453	SRX5299014	HiSeq X Ten	wild	male	2016	241	0.032395213	Keep	0.18	0.04	0.04	0.02	0	0.01	0	HUM00012982	2.313406727	108	101	31	7758	273	-45	318	188	20	202	3	515	70	28	29	178	87	175	100	-45	-23	12	56	104	135	146	142	107	59	19	-17	17	51	113	169	222	252	273	270	233	174	92	38	30	28	29	41	56	70	52	53	37	32	45	42
SRR8061818	WA_se_14_spring	USA	Tacoma	Washington	NA	41835	47.23713	-122.39627	spring	WA_se	pooled	NorthAmerica	DrosRTEC	70	SRR8061818	SRX4891300	Illumina HiSeq 2000	wild	male	2014	196	0.002436539	Keep	0.08	0.02	0	0.04	0	0.05	0.02	USC00458278	1.645607308	105	106	43	4966	247	1	246	48	169	169	44	1015	155	21	56	461	92	92	417	1	12	18	38	65	95	108	108	88	56	26	11	71	99	118	150	187	216	247	245	216	161	105	78	155	108	99	71	45	41	21	30	47	92	152	154
SRR8439136	ES_Tom_15_28	Spain	Tomelloso	NA	NA	42285	39.15805	-3.021	fall	ES_Tom	pooled	Europe	DrosEU	40	SRR8439136	SRX5246572	HiSeq X Ten	wild	male	2015	281	0.003380917	Keep	0.2	0.08	0.06	0.06	0	0.01	0.03	SPE00120035	79.97195995	144	123	38	6711	331	10	321	128	235	235	63	416	49	7	38	141	45	45	115	10	17	42	65	96	138	171	166	138	88	47	20	103	126	158	186	222	284	331	321	278	207	147	108	35	38	45	49	47	27	7	11	28	45	42	42
SRR8439137	ES_Tom_15_29	Spain	Tomelloso	NA	NA	42264	39.15805	-3.021	fall	ES_Tom	pooled	Europe	DrosEU	40	SRR8439137	SRX5246571	HiSeq X Ten	wild	male	2015	260	0.030008752	Keep	0.33	0.05	0.09	0.03	0	0.01	0.08	SPE00120035	79.97195995	144	123	38	6711	331	10	321	128	235	235	63	416	49	7	38	141	45	45	115	10	17	42	65	96	138	171	166	138	88	47	20	103	126	158	186	222	284	331	321	278	207	147	108	35	38	45	49	47	27	7	11	28	45	42	42
SRR8494460	ES_Tom_16_37	Spain	Tomelloso	NA	NA	42654	39.152529	-3.0616048	fall	ES_Tom	pooled	Europe	DrosEU	40	SRR8494460	SRX5299007	HiSeq X Ten	wild	male	2016	285	0.003876605	Keep	0.23	0.02	0.07	0.06	0	0.01	0.03	SPE00120035	76.4155806	144	123	38	6744	332	9	323	128	235	235	63	419	50	7	38	142	45	45	117	9	16	42	65	96	138	171	166	138	89	47	20	102	125	158	186	222	284	332	322	278	207	147	108	36	38	45	50	47	27	7	11	28	45	42	43
SRR8494461	ES_Tom_16_36	Spain	Tomelloso	NA	NA	42615	39.152529	-3.0616048	fall	ES_Tom	pooled	Europe	DrosEU	40	SRR8494461	SRX5299006	HiSeq X Ten	wild	male	2016	246	0.056097279	Keep	0.15	0.01	0.04	0.04	0	0.01	0	SPE00120035	76.4155806	144	123	38	6744	332	9	323	128	235	235	63	419	50	7	38	142	45	45	117	9	16	42	65	96	138	171	166	138	89	47	20	102	125	158	186	222	284	332	322	278	207	147	108	36	38	45	50	47	27	7	11	28	45	42	43
SRR3939085	KA_to_14_fall	USA	Topeka	Kansas	NA	41934	39.202831	-95.741527	fall	KA_to	pooled	NorthAmerica	DrosRTEC	48	SRR3939085	SRX1968314	Illumina HiSeq 4000	wild	male	2014	295	0.003835555	Keep	0.22	0.02	0.01	0.02	0.02	0.07	0.12	USC00148171	17.40114088	123	124	30	9828	320	-84	404	223	-10	245	-10	905	136	26	46	349	87	329	87	-84	-55	-4	60	118	170	196	183	135	71	1	-57	29	63	123	191	244	291	320	312	267	207	120	50	26	26	60	78	116	136	97	96	108	76	51	35
SRR3939086	KA_to_14_spring	USA	Topeka	Kansas	NA	41812	39.0913433	-95.6246509	spring	KA_to	pooled	NorthAmerica	DrosRTEC	72	SRR3939086	SRX1968315	Illumina HiSeq 4000	wild	male	2014	173	0.003842073	Keep	0.2	0.07	0	0.01	0.03	0.04	0.07	USW00013996	2.095700453	124	122	30	9783	320	-81	401	224	-7	246	-7	900	136	25	45	349	87	331	87	-81	-51	-2	62	120	173	198	185	137	73	2	-54	30	65	123	192	244	292	320	312	267	207	120	52	25	27	60	80	114	136	99	96	103	75	50	35
SRR8494456	IT_Tre_16_15	Italy	Trentino (San Michele a/A)	NA	NA	42606	46.2	11.13333	spring	IT_Tre	pooled	Europe	DrosEU	40	SRR8494456	SRX5299011	HiSeq X Ten	wild	male	2016	237	0.415257056	Keep	0.14	0.01	0.01	0.01	0	0.01	0.01	IT000160220	9.528406555	107	100	32	7311	272	-40	312	198	29	198	10	840	96	38	28	267	128	267	128	-40	-21	17	55	94	126	145	140	115	58	16	-22	33	67	118	169	207	245	272	261	228	153	91	42	38	40	50	65	80	88	83	96	79	85	86	50
SRR8439159	RU_tul_15_37	Russia	tula	NA	NA	42267	53.99778	38.13167	fall	RU_tul	pooled	Europe	DrosEU	40	SRR8439159	SRX5246549	HiSeq X Ten	wild	male	2015	263	0.003702458	Keep	0.23	0.01	0.02	0.01	0	0.01	0.02	RSM00027719	42.64062544	47	85	22	10332	238	-134	372	175	-78	175	-87	609	84	29	31	222	96	222	112	-134	-130	-74	15	76	115	131	117	68	15	-45	-94	-67	-57	-4	104	189	227	238	226	165	85	6	-37	38	29	29	41	49	71	84	67	56	51	49	45
SRR3939044	CA_tu_13_spring	USA	Tuolumne	California	NA	41408	37.97	-120.26	spring	CA_tu	pooled	NorthAmerica	DrosRTEC	98	SRR3939044	SRX1968273	Illumina HiSeq 2000	wild	male	2013	134	0.005379129	Keep	0.02	0.01	0	0.01	0	0	0.01	USR0000CELI	10.39771913	134	151	46	6381	327	0	327	59	218	219	59	1012	185	3	82	507	18	24	507	0	6	15	35	68	105	137	134	108	67	25	0	113	133	145	179	230	283	327	323	287	233	153	108	185	153	151	96	28	10	3	5	16	51	145	169
SRR3939046	CA_tu_13_fall	USA	Tuolumne	California	NA	41517	37.97	-120.26	fall	CA_tu	pooled	NorthAmerica	DrosRTEC	100	SRR3939046	SRX1968275	Illumina HiSeq 2000	wild	male	2013	243	0.01073773	Keep	0.07	0.01	0.01	0.01	0.01	0.01	0.06	USR0000CELI	10.39771913	134	151	46	6381	327	0	327	59	218	219	59	1012	185	3	82	507	18	24	507	0	6	15	35	68	105	137	134	108	67	25	0	113	133	145	179	230	283	327	323	287	233	153	108	185	153	151	96	28	10	3	5	16	51	145	169
SRR3939049	CA_tu_13_frost	USA	Tuolumne	California	NA	41616	37.97	-120.26	frost	CA_tu	pooled	NorthAmerica	DrosRTEC	100	SRR3939049	SRX1968278	Illumina HiSeq 2000	wild	male	2013	342	0.00421131	Keep	0.05	0.01	0.01	0.01	0.01	0.01	0.02	USR0000CELI	10.39771913	134	151	46	6381	327	0	327	59	218	219	59	1012	185	3	82	507	18	24	507	0	6	15	35	68	105	137	134	108	67	25	0	113	133	145	179	230	283	327	323	287	233	153	108	185	153	151	96	28	10	3	5	16	51	145	169
SRR3939093	CA_tu_12_fall	USA	Tuolumne	California	NA	41192	37.97	-120.26	fall	CA_tu	pooled	NorthAmerica	DrosRTEC	116	SRR3939093	SRX1968322	Illumina HiSeq 2000	wild	male	2012	284	0.009162605	Keep	0.07	0.02	0	0.01	0.03	0.01	0.01	USR0000CELI	10.39771913	134	151	46	6381	327	0	327	59	218	219	59	1012	185	3	82	507	18	24	507	0	6	15	35	68	105	137	134	108	67	25	0	113	133	145	179	230	283	327	323	287	233	153	108	185	153	151	96	28	10	3	5	16	51	145	169
SRR3939101	CA_tu_12_frost	USA	Tuolumne	California	NA	41230	37.97	-120.26	frost	CA_tu	pooled	NorthAmerica	DrosRTEC	60	SRR3939101	SRX1968330	Illumina HiSeq 2000	wild	male	2012	322	0.006575384	Keep	0.08	0.03	0	0.01	0	0.01	0.02	USR0000CELI	10.39771913	134	151	46	6381	327	0	327	59	218	219	59	1012	185	3	82	507	18	24	507	0	6	15	35	68	105	137	134	108	67	25	0	113	133	145	179	230	283	327	323	287	233	153	108	185	153	151	96	28	10	3	5	16	51	145	169
SRR5647740	UA_Uma_14_50	Ukraine	Uman	NA	NA	41913	48.75327778	30.20580556	fall	UA_Uma	pooled	Europe	DrosEU	40	SRR5647740	SRX2885368	NextSeq 500	wild	male	2014	274	0.005078198	Exclude	0.14	0.12	0.06	0.01	0	0.03	0.09	UPM00033587	2.573364651	72	82	25	8774	241	-85	326	169	21	181	-42	617	87	33	33	230	120	227	133	-85	-75	-34	35	92	126	137	126	82	30	-12	-49	-27	-15	34	127	193	227	241	233	184	115	43	1	45	42	34	45	57	86	87	54	47	33	41	46
SRR8494425	UA_Uma_16_50	Ukraine	Uman	NA	NA	42630	48.75	30.2	fall	UA_Uma	pooled	Europe	DrosEU	40	SRR8494425	SRX5299042	HiSeq X Ten	wild	male	2016	261	0.00678222	Keep	0.14	0.14	0.06	0.02	0	0.01	0.1	UPM00033587	3.132365	72	82	25	8774	241	-85	326	169	21	181	-42	617	87	33	33	230	120	227	133	-85	-75	-34	35	92	126	137	126	82	30	-12	-49	-27	-15	34	127	193	227	241	233	184	115	43	1	45	42	34	45	57	86	87	54	47	33	41	46
SRR8439117	UA_Uma_15_9	Ukraine	Uman	NA	NA	42273	48.75327778	30.20580556	fall	UA_Uma	pooled	Europe	DrosEU	40	SRR8439117	SRX5246591	HiSeq X Ten	wild	male	2015	269	0.003482919	Keep	0.17	0.04	0.09	0.05	0	0.01	0.09	UPM00033587	2.573364651	72	82	25	8774	241	-85	326	169	21	181	-42	617	87	33	33	230	120	227	133	-85	-75	-34	35	92	126	137	126	82	30	-12	-49	-27	-15	34	127	193	227	241	233	184	115	43	1	45	42	34	45	57	86	87	54	47	33	41	46
SRR8494422	UA_Uma_16_51	Ukraine	Uman K	NA	NA	42624	48.76	30.17	fall	UA_Uma	pooled	Europe	DrosEU	40	SRR8494422	SRX5299045	HiSeq X Ten	wild	male	2016	255	0.006997795	Keep	0.16	0.22	0.08	0.02	0	0.02	0.09	UPM00033587	4.548938905	72	82	25	8774	241	-85	326	169	21	181	-42	617	87	33	33	230	120	227	133	-85	-75	-34	35	92	126	137	126	82	30	-12	-49	-27	-15	34	127	193	227	241	233	184	115	43	1	45	42	34	45	57	86	87	54	47	33	41	46
SRR3939094	IL_ur_15_spring	USA	Urbana	Illinois	NA	42196	40.11	-88.21	spring	IL_ur	pooled	NorthAmerica	DrosRTEC	184	SRR3939094	SRX1968323	Illumina HiSeq 4000	wild	male	2015	192	0.004545687	Keep	0.18	0.04	0	0.03	0.05	0.05	0.03	USC00118740	3.882611327	108	112	29	9832	298	-86	384	210	-25	229	-25	968	112	48	24	313	163	303	163	-86	-63	-11	49	107	159	180	167	125	62	0	-56	3	30	93	170	233	283	298	288	257	190	101	28	51	48	77	99	100	101	112	90	81	70	75	64
SRR5647741	RU_Val_14_51	Russia	Valday	NA	NA	41868	57.9788789	33.243615	spring	RU_Val	pooled	Europe	DrosEU	40	SRR5647741	SRX2885367	NextSeq 500	wild	male	2014	229	0.007064372	Exclude	0.19	0.02	0.01	0.02	0	0.01	0.06	RSM00026298	51.48051205	34	88	24	9476	220	-138	358	155	-38	155	-88	704	85	31	30	241	109	241	124	-138	-136	-97	-17	42	90	110	99	53	13	-45	-96	-64	-54	-3	81	161	209	220	203	140	74	2	-38	42	31	37	41	56	74	85	82	70	75	60	51
SRR8439158	RU_val_15_38	Russia	valday	NA	NA	42282	58.024	33.23528	fall	RU_val	pooled	Europe	DrosEU	40	SRR8439158	SRX5246550	HiSeq X Ten	wild	male	2015	278	0.003490117	Keep	0.16	0.05	0	0.07	0	0.01	0	RSM00026285	49.42746969	34	88	24	9482	220	-138	358	155	-38	155	-88	707	86	31	30	242	109	242	124	-138	-136	-97	-17	43	90	110	99	53	13	-45	-96	-64	-54	-3	81	162	208	220	203	140	74	2	-38	42	31	37	41	56	74	86	82	70	76	61	51
SRR8439160	RU_val_15_36	Russia	valday	NA	NA	42239	58.024	33.23528	spring	RU_val	pooled	Europe	DrosEU	40	SRR8439160	SRX5246548	HiSeq X Ten	wild	male	2015	235	0.003726236	Keep	0.22	0.03	0	0.06	0	0.01	0	RSM00026285	49.42746969	34	88	24	9482	220	-138	358	155	-38	155	-88	707	86	31	30	242	109	242	124	-138	-136	-97	-17	43	90	110	99	53	13	-45	-96	-64	-54	-3	81	162	208	220	203	140	74	2	-38	42	31	37	41	56	74	86	82	70	76	61	51
SRR8494449	RU_Val_16_19	Russia	Valday	NA	NA	42605	58.02444	33.235277	spring	RU_Val	pooled	Europe	DrosEU	40	SRR8494449	SRX5299018	HiSeq X Ten	wild	male	2016	236	0.004068519	Keep	0.16	0.01	0.06	0.01	0	0.01	0.01	RSM00026285	49.40029098	34	88	24	9482	220	-138	358	155	-38	155	-88	707	86	31	30	242	109	242	124	-138	-136	-97	-17	43	90	110	99	53	13	-45	-96	-64	-54	-3	81	162	208	220	203	140	74	2	-38	42	31	37	41	56	74	86	82	70	76	61	51
SRR8494450	RU_Val_16_20	Russia	Valday	NA	NA	42642	58.02444	33.235277	fall	RU_Val	pooled	Europe	DrosEU	40	SRR8494450	SRX5299017	HiSeq X Ten	wild	male	2016	273	0.003889952	Keep	0.06	0.08	0	0.01	0	0.02	0	RSM00026285	49.40029098	34	88	24	9482	220	-138	358	155	-38	155	-88	707	86	31	30	242	109	242	124	-138	-136	-97	-17	43	90	110	99	53	13	-45	-96	-64	-54	-3	81	162	208	220	203	140	74	2	-38	42	31	37	41	56	74	86	82	70	76	61	51
SRR8494477	RU_Val_16_21	Russia	Valday	NA	NA	42667	58.02444	33.235277	fall	RU_Val	pooled	Europe	DrosEU	40	SRR8494477	SRX5298990	HiSeq X Ten	wild	male	2016	298	0.003721607	Keep	0.07	0.01	0	0.01	0	0.02	0	RSM00026285	49.40029098	34	88	24	9482	220	-138	358	155	-38	155	-88	707	86	31	30	242	109	242	124	-138	-136	-97	-17	43	90	110	99	53	13	-45	-96	-64	-54	-3	81	162	208	220	203	140	74	2	-38	42	31	37	41	56	74	86	82	70	76	61	51
SRR5647738	UA_Var_14_25	Ukraine	Varva	NA	NA	41869	50.48469444	32.71425	spring	UA_Var	pooled	Europe	DrosEU	40	SRR5647738	SRX2885370	NextSeq 500	wild	male	2014	230	0.003681712	Keep	0.24	0.1	0.07	0.03	0	0.02	0.04	UPM00033362	25.90628451	77	87	25	9347	254	-90	344	192	-36	192	-44	606	78	38	24	209	121	209	138	-90	-82	-36	41	99	132	146	136	88	37	-11	-52	-25	-16	35	136	210	241	254	249	198	125	45	2	44	39	38	46	43	70	78	61	46	38	48	55
SRR8439152	UA_Var_15_18	Ukraine	Varva	NA	NA	42241	50.48469444	32.71425	spring	UA_Var	pooled	Europe	DrosEU	40	SRR8439152	SRX5246556	HiSeq X Ten	wild	male	2015	237	0.003540325	Keep	0.16	0.03	0.14	0.01	0	0.01	0.11	UPM00033362	25.90628451	77	87	25	9347	254	-90	344	192	-36	192	-44	606	78	38	24	209	121	209	138	-90	-82	-36	41	99	132	146	136	88	37	-11	-52	-25	-16	35	136	210	241	254	249	198	125	45	2	44	39	38	46	43	70	78	61	46	38	48	55
SRR8494469	UA_Var_16_60	Ukraine	Varva	NA	NA	42608	50.48469444	32.71425	spring	UA_Var	pooled	Europe	DrosEU	40	SRR8494469	SRX5298998	HiSeq X Ten	wild	male	2016	239	0.004215119	Keep	0.18	0.04	0.08	0.02	0	0.02	0.04	UPM00033362	25.90628451	77	87	25	9347	254	-90	344	192	-36	192	-44	606	78	38	24	209	121	209	138	-90	-82	-36	41	99	132	146	136	88	37	-11	-52	-25	-16	35	136	210	241	254	249	198	125	45	2	44	39	38	46	43	70	78	61	46	38	48	55
SRR5647773	FI_Ves_14_38	Finland	Vesanto	NA	NA	41846	62.55	26.24	spring	FI_Ves	pooled	Europe	DrosEU	33	SRR5647773	SRX2885335	NextSeq 500	wild	male	2014	207	0.005196568	Keep	0.31	0.01	0	0.01	0	0.02	0.02	FI000002401	33.3437969	30	76	22	8966	211	-127	338	131	-39	149	-83	621	84	32	31	221	99	214	123	-124	-127	-83	-23	34	92	115	99	53	11	-42	-95	-58	-56	-2	59	140	194	211	185	123	61	1	-37	43	32	33	34	40	56	74	84	63	58	56	48
SRR8494442	FI_Ves_16_7	Finland	Vesanto	NA	NA	42580	62.55	26.24	spring	FI_Ves	pooled	Europe	DrosEU	40	SRR8494442	SRX5299025	HiSeq X Ten	wild	male	2016	211	0.003923449	Keep	0.28	0.1	0	0.02	0.01	0.01	0.03	FI000002401	33.3437969	30	76	22	8966	211	-127	338	131	-39	149	-83	621	84	32	31	221	99	214	123	-124	-127	-83	-23	34	92	115	99	53	11	-42	-95	-58	-56	-2	59	140	194	211	185	123	61	1	-37	43	32	33	34	40	56	74	84	63	58	56	48
SRR5647729	FR_Vil_14_07	France	Viltain	NA	NA	41939	48.7543324	2.1584108	fall	FR_Vil	pooled	Europe	DrosEU	40	SRR5647729	SRX2885379	NextSeq 500	wild	male	2014	300	0.06367274	Exclude	0.07	0.01	0.04	0.01	0.02	0.02	0.08	FR000007150	15.16949216	105	81	35	5530	235	4	231	110	68	175	33	656	60	46	8	175	145	162	162	4	6	28	51	82	112	131	130	109	72	38	13	53	65	112	147	183	215	235	230	202	149	94	60	57	48	51	46	60	55	55	52	57	58	60	57
SRR5647755	FR_Vil_14_05	France	Viltain	NA	NA	41869	48.7543324	2.1584108	spring	FR_Vil	pooled	Europe	DrosEU	40	SRR5647755	SRX2885353	NextSeq 500	wild	male	2014	230	0.00554405	Exclude	0.14	0.05	0.05	0.05	0	0.03	0.03	FR000007150	15.16949216	105	81	35	5530	235	4	231	110	68	175	33	656	60	46	8	175	145	162	162	4	6	28	51	82	112	131	130	109	72	38	13	53	65	112	147	183	215	235	230	202	149	94	60	57	48	51	46	60	55	55	52	57	58	60	57
SRR8439120	FR_Vil_15_41	France	Viltain	NA	NA	42291	48.754	2.158	fall	FR_Vil	pooled	Europe	DrosEU	40	SRR8439120	SRX5246588	HiSeq X Ten	wild	male	2015	287	0.003534723	Keep	0.19	0.04	0.1	0.04	0	0.05	0.04	FR000007150	15.21424309	105	81	35	5530	235	4	231	110	68	175	33	656	60	46	8	175	145	162	162	4	6	28	51	82	112	131	130	109	72	38	13	53	65	112	147	183	215	235	230	202	149	94	60	57	48	51	46	60	55	55	52	57	58	60	57
SRR8439165	FR_Vil_15_40	France	Viltain	NA	NA	42226	48.754	2.158	spring	FR_Vil	pooled	Europe	DrosEU	40	SRR8439165	SRX5246543	HiSeq X Ten	wild	male	2015	222	0.004068142	Keep	0.31	0.06	0.03	0.08	0	0.01	0.08	FR000007150	15.21424309	105	81	35	5530	235	4	231	110	68	175	33	656	60	46	8	175	145	162	162	4	6	28	51	82	112	131	130	109	72	38	13	53	65	112	147	183	215	235	230	202	149	94	60	57	48	51	46	60	55	55	52	57	58	60	57
SRR8494435	FR_Vil_16_9	France	Viltain	NA	NA	42594	48.7543324	2.1584108	spring	FR_Vil	pooled	Europe	DrosEU	40	SRR8494435	SRX5299032	HiSeq X Ten	wild	male	2016	225	0.003590445	Keep	0.24	0.03	0.08	0.04	0.01	0.04	0.17	FR000007150	15.16949216	105	81	35	5530	235	4	231	110	68	175	33	656	60	46	8	175	145	162	162	4	6	28	51	82	112	131	130	109	72	38	13	53	65	112	147	183	215	235	230	202	149	94	60	57	48	51	46	60	55	55	52	57	58	60	57
SRR5647763	UA_Yal_14_18	Ukraine	Yalta	NA	NA	41878	44.5015	34.16611944	spring	UA_Yal	pooled	Europe	DrosEU	40	SRR5647763	SRX2885345	NextSeq 500	wild	male	2014	239	0.003348777	Keep	0.18	0.03	0.03	0.02	0	0.02	0.07	UPM00033990	2.056967371	102	86	29	7294	259	-33	292	31	157	197	11	627	82	39	23	209	129	149	207	-33	-28	-7	45	93	132	156	150	110	65	30	-4	34	40	71	138	190	232	259	254	211	154	102	60	71	54	46	39	46	57	47	45	42	42	56	82
SRR5647764	UA_Yal_14_16	Ukraine	Yalta	NA	NA	41810	44.5015	34.16611944	spring	UA_Yal	pooled	Europe	DrosEU	40	SRR5647764	SRX2885344	NextSeq 500	wild	male	2014	171	0.003295338	Keep	0.16	0.03	0.01	0.01	0	0.01	0.09	UPM00033990	2.056967371	102	86	29	7294	259	-33	292	31	157	197	11	627	82	39	23	209	129	149	207	-33	-28	-7	45	93	132	156	150	110	65	30	-4	34	40	71	138	190	232	259	254	211	154	102	60	71	54	46	39	46	57	47	45	42	42	56	82
SRR8439131	UA_Yal_15_23	Ukraine	Yalta	NA	NA	42179	44.5015	34.16611944	spring	UA_Yal	pooled	Europe	DrosEU	40	SRR8439131	SRX5246577	HiSeq X Ten	wild	male	2015	175	0.004067198	Keep	0.13	0.06	0	0.02	0	0.01	0.09	UPM00033990	2.056967371	102	86	29	7294	259	-33	292	31	157	197	11	627	82	39	23	209	129	149	207	-33	-28	-7	45	93	132	156	150	110	65	30	-4	34	40	71	138	190	232	259	254	211	154	102	60	71	54	46	39	46	57	47	45	42	42	56	82
SRR8439167	UA_Yal_15_63	Ukraine	Yalta	NA	NA	42240	44.5015	34.16611944	spring	UA_Yal	pooled	Europe	DrosEU	40	SRR8439167	SRX5246541	HiSeq X Ten	wild	male	2015	236	0.00449627	Keep	0.12	0.04	0.05	0.02	0	0.01	0.06	UPM00033990	2.056967371	102	86	29	7294	259	-33	292	31	157	197	11	627	82	39	23	209	129	149	207	-33	-28	-7	45	93	132	156	150	110	65	30	-4	34	40	71	138	190	232	259	254	211	154	102	60	71	54	46	39	46	57	47	45	42	42	56	82
